participant_id,color,contingency,stage_pair,n_early,n_late,dominant_cosine,top2_mean_angle_deg,top2_max_angle_deg,eigenvalue_distance,spectral_radius_diff,operator_frobenius_distance,early_predicts_late_skill
sim-participant-001,blue,A_rich,2v4,36,36,0.8220153157562978,12.356922653057834,12.356922653057834,0.1866605979159681,0.07581859807880903,0.661900356194088,0.3544763807930339
sim-participant-001,blue,B_rich,1v3,36,36,0.23974978936322983,5.678823314122264,5.678823314122264,0.32006522549440747,0.08928187166801507,0.47206159333202524,0.4175483399431914
sim-participant-001,green,A_rich,1v3,36,36,0.8076201112761321,36.13594269153206,36.13594269153206,0.04430483159150245,0.002782187215730869,0.6985189468892958,0.453606964123243
sim-participant-001,green,B_rich,2v4,36,36,0.653881831000223,39.52326907191683,39.52326907191683,0.34627543349880674,0.06293800144642353,0.3533377797536498,0.4607405260561568
sim-participant-002,blue,A_rich,1v3,36,36,0.4809349079147742,1.498531815152715,1.498531815152715,0.5154205245894425,0.29755993720473417,0.5477961692292461,0.3298424684483844
sim-participant-002,blue,B_rich,2v4,36,36,0.9523972193617138,17.749733178117577,17.749733178117577,0.17729242831816683,0.15682631930963137,0.9252070823240525,0.3995738069308711
sim-participant-002,green,A_rich,2v4,36,36,0.9262288649315373,16.809550324146667,16.809550324146667,0.5099931465035946,0.038325499513814365,0.7872343288391052,0.5232807419524566
sim-participant-002,green,B_rich,1v3,36,36,0.9361485868234235,15.663336273498524,31.326672546997024,0.10907471762781523,0.10907471762781523,0.32216974835854184,0.4765391115722607
sim-participant-003,blue,A_rich,2v4,36,36,0.3399347221615143,11.536867908102417,23.073735816204785,0.8533245363514694,0.14417335594443126,0.6040284606863598,0.3681680223230177
sim-participant-003,blue,B_rich,1v3,36,36,0.965992577553347,14.985215894178033,14.985215894178033,0.11670879478930972,0.1142107353347343,0.8074152829168002,0.3983060397323557
sim-participant-003,green,A_rich,1v3,36,36,0.4771907425728527,7.1991571607795635,7.1991571607795635,0.5917780856685859,0.23765362317036315,0.581487919160496,0.5000931943859246
sim-participant-003,green,B_rich,2v4,36,36,0.9576574893313521,12.02868583239965,24.05737166479929,0.09705025795471167,0.09705025795471167,0.6204631550849018,0.46076112101851163
sim-participant-004,blue,A_rich,1v3,36,36,0.8882008690908176,5.713806864494249,5.713806864494249,0.2748982339708823,0.08948086225495838,1.23468030399505,0.28005322210034067
sim-participant-004,blue,B_rich,2v4,36,36,0.7714245340546906,26.798359879935045,26.798359879935045,0.23546198720021833,0.03133468699219488,0.7752914837505791,0.4179511528257769
sim-participant-004,green,A_rich,2v4,36,36,0.9091680132194291,21.384308608476296,21.384308608476296,0.3541834371966081,0.2961300667722269,0.901274061222655,0.3924532840123177
sim-participant-004,green,B_rich,1v3,36,36,0.5363041443863246,57.56760143157912,57.56760143157912,0.48593734973614144,0.12515068984291788,0.9286912988198767,0.40353037104926703
sim-participant-005,blue,A_rich,2v4,36,36,0.8877983036540616,9.64498934144466,19.289978682889302,0.014833093530138286,0.014833093530138286,0.36938205822201536,0.4398746129364366
sim-participant-005,blue,B_rich,1v3,36,36,0.9945645617387975,5.976567449994931,5.976567449994931,0.08262592158718617,0.03590308371187112,0.2534575537974577,0.5117730458460874
sim-participant-005,green,A_rich,1v3,36,36,0.7562417246909436,13.97130302150631,27.9426060430126,0.1442908933835953,0.1442908933835953,0.9291755454422695,0.2946429262106933
sim-participant-005,green,B_rich,2v4,36,36,0.4101963291916924,2.570176846751914,2.570176846751914,0.3171828455764698,0.11954262999778215,0.5720514077093589,0.39532266913546654
sim-participant-006,blue,A_rich,1v3,36,36,0.974210909644383,6.637671456340878,6.637671456340878,0.30957595253344805,0.2718833373862394,0.8879687622077953,0.27822035779820564
sim-participant-006,blue,B_rich,2v4,36,36,0.9455513479968047,22.32245773723851,44.64491547447702,0.4068826620201802,0.4068826620201802,0.5929490465230538,0.12015054385443436
sim-participant-006,green,A_rich,2v4,36,36,0.0513018849199815,46.13399987154722,46.13399987154722,0.29417563093457005,0.18571972180640545,0.9621550845471329,0.33618155050479925
sim-participant-006,green,B_rich,1v3,36,36,0.4074790512956057,65.95342918057825,65.95342918057825,0.09726958592321037,0.0052201006592188515,0.7224655911582858,0.4487024947320416
sim-participant-007,blue,A_rich,1v3,36,36,0.9486748480713021,10.401141302026618,20.80228260405321,0.004331930608624468,0.004331930608624468,0.3825915076217464,0.5283134110386594
sim-participant-007,blue,B_rich,2v4,36,36,0.5846274735921878,31.08640141818087,31.08640141818087,0.2925671548863205,0.06904537566396185,0.6027086811652889,0.5194786443199328
sim-participant-007,green,A_rich,2v4,36,36,0.6262912812339559,19.46018190240435,19.46018190240435,0.3971696933740425,0.24918301705202806,1.0143324284917008,0.34189877530497226
sim-participant-007,green,B_rich,1v3,36,36,0.9149522817078358,10.317798689905118,20.635597379810196,0.07591050216534895,0.07591050216534895,0.505907927502615,0.41617700898051024
sim-participant-008,blue,A_rich,2v4,36,36,0.8717434995795591,1.6632665126134951,1.6632665126134951,0.34165712678958504,0.047133779872377435,0.5446621369055048,0.4379698151752517
