participant_id,comparison,stage_pair,color,contingency,dominant_cosine,top2_mean_angle_deg,top2_max_angle_deg,eigenvalue_distance,spectral_radius_diff,operator_frobenius_distance
sim-participant-001,same_color_diff_contingency,1v2,blue,B_rich,0.7090707339371601,39.03172593115039,39.03172593115039,0.656567363557646,0.0191163178408294,1.0371882018844971
sim-participant-001,diff_color_same_contingency,1v2,blue,B_rich,0.004928404450126157,78.33235028042638,78.33235028042638,0.6507837756599025,0.013319060069528155,0.4634494349732519
sim-participant-001,same_color_diff_contingency,1v2,green,A_rich,0.2167936850168833,39.21412951348207,78.42825902696414,0.6810659829403898,0.015346329993651209,0.5831847750160227
sim-participant-001,diff_color_same_contingency,1v2,green,A_rich,0.16876183447123363,29.53906614951697,59.07813109161567,0.686863240711691,0.009549072222349964,0.67076590126551
sim-participant-001,same_color_diff_contingency,2v3,blue,A_rich,0.9571593212797923,24.814521865781945,49.62904287779024,0.0009364884720071132,0.0009364884720071132,0.5139122491761056
sim-participant-001,diff_color_same_contingency,2v3,blue,A_rich,0.9422770907110185,23.29073095712168,46.58146070682509,0.016779907128335547,0.016779907128335547,0.5214854992010823
sim-participant-001,same_color_diff_contingency,2v3,green,B_rich,0.04370463627396509,42.15383257508149,84.30766515016298,0.022577164899636792,0.022577164899636792,0.7998661838960648
sim-participant-001,diff_color_same_contingency,2v3,green,B_rich,0.45301381183118705,23.671522047047773,47.343044094095546,0.004860769299294132,0.004860769299294132,0.8552098941716152
sim-participant-002,same_color_diff_contingency,1v2,blue,A_rich,0.2301504139393438,36.78185845019749,73.56371690039498,0.623234191625109,0.336449378208038,0.559671187058115
sim-participant-002,diff_color_same_contingency,1v2,blue,A_rich,0.9376709792851876,10.736328803627877,21.472657607255744,0.14453721494222815,0.14453721494222815,0.5036109663856929
sim-participant-002,same_color_diff_contingency,1v2,green,B_rich,0.5713276649950455,51.26669878110611,51.26669878110611,0.1599082087574769,0.10618811073634116,1.0805554874443755
sim-participant-002,diff_color_same_contingency,1v2,green,B_rich,0.4796207098752915,17.640899058832307,17.640899058832307,0.5796356213917964,0.298100274002151,1.115173391404337
sim-participant-002,same_color_diff_contingency,2v3,blue,B_rich,0.5459266437322489,40.51552756027192,40.51552756027192,0.24254105867359202,0.1700178889230578,0.48729362000722726
sim-participant-002,diff_color_same_contingency,2v3,blue,B_rich,0.6919767733865629,45.04637257852804,45.04637257852804,0.3506038928215552,0.09499209410720694,0.7013462851665071
sim-participant-002,same_color_diff_contingency,2v3,green,A_rich,0.19987886972792318,40.14130558420594,40.14130558420594,0.2505587909508762,0.0969200691586029,0.7823299836083659
sim-participant-002,diff_color_same_contingency,2v3,green,A_rich,0.9683912228117563,14.27044599386069,14.27044599386069,0.5923400536579605,0.02189427434275204,0.7880199797493369
sim-participant-003,same_color_diff_contingency,1v2,blue,B_rich,0.08492686920374803,19.865817821969998,39.73163564393999,0.6814169597513926,0.10597405104827923,0.6859221301338131
sim-participant-003,diff_color_same_contingency,1v2,blue,B_rich,0.9429213864552861,7.566936807522016,15.133873615043992,0.14295888414476374,0.14295888414476374,0.3595940134704698
sim-participant-003,same_color_diff_contingency,1v2,green,A_rich,0.48087469795590154,14.019746063311375,28.03949212662273,0.5447327943080336,0.25520765389444766,0.8688994475720548
sim-participant-003,diff_color_same_contingency,1v2,green,A_rich,0.8074033713729045,22.37328809706552,44.74657619413102,0.006274718701404669,0.006274718701404669,0.6667873622358316
sim-participant-003,same_color_diff_contingency,2v3,blue,A_rich,0.18669037566213592,36.29008278313171,72.58016471248978,0.09332793337279982,0.09332793337279982,0.7838633486955762
sim-participant-003,diff_color_same_contingency,2v3,blue,A_rich,0.5813186872584573,25.463235111430652,50.926470222861305,0.1220019382970261,0.1220019382970261,0.46005637773831015
sim-participant-003,same_color_diff_contingency,2v3,green,B_rich,0.7217916598859873,9.545091927768045,19.09018385553606,0.41645613730960285,0.12693099689601686,0.7917587167948873
sim-participant-003,diff_color_same_contingency,2v3,green,B_rich,0.1706364442585454,32.556019885489086,65.11203977097817,0.4451301422338291,0.15560500182024314,0.67471493521291
sim-participant-004,same_color_diff_contingency,1v2,blue,A_rich,0.3332938332308477,42.21091559746235,84.4218311949247,0.33675061867582157,0.33675061867582157,0.8343882343440652
sim-participant-004,diff_color_same_contingency,1v2,blue,A_rich,0.528792951285013,31.84483268486113,63.689664515948614,0.18355060324189099,0.18355060324189099,1.0275789821776138
sim-participant-004,same_color_diff_contingency,1v2,green,B_rich,0.1814723915577565,10.371061724784418,10.371061724784418,0.16646672050534245,0.014848131284220245,0.7350146923664247
sim-participant-004,diff_color_same_contingency,1v2,green,B_rich,0.3405671050990052,41.1684994948937,41.1684994948937,0.21207900163619323,0.1680481467181508,0.5599322621196282
sim-participant-004,same_color_diff_contingency,2v3,blue,B_rich,0.6406325426473639,36.89642170214123,36.89642170214123,0.6189510686075824,0.15966845612611577,0.7377307628970291
sim-participant-004,diff_color_same_contingency,2v3,blue,B_rich,0.4943224865898297,30.404846631451626,60.80969326290325,0.2280202483511248,0.2280202483511248,0.7255374068558872
sim-participant-004,same_color_diff_contingency,2v3,green,A_rich,0.736954148452923,29.994170542353398,59.988341084706796,0.07482023291719425,0.07482023291719425,0.5545027670577489
sim-participant-004,diff_color_same_contingency,2v3,green,A_rich,0.5054467111773737,3.4652862691436215,3.4652862691436215,0.7664221146025858,0.006468440692185218,0.7678573880148019
sim-participant-005,same_color_diff_contingency,1v2,blue,B_rich,0.7019576887203925,44.70211172045768,44.70211172045768,0.46393212680679474,0.00299632166845476,0.7437781059533146
sim-participant-005,diff_color_same_contingency,1v2,blue,B_rich,0.11271555319218195,28.91061305828314,57.82122611656628,0.718564621335549,0.1787234768891457,0.9153000454954415
sim-participant-005,same_color_diff_contingency,1v2,green,A_rich,0.8595258590655025,23.754578291065087,47.509154490820386,0.09247728859851412,0.09247728859851412,0.9118008543613393
sim-participant-005,diff_color_same_contingency,1v2,green,A_rich,0.005993578411698741,50.42635310761374,50.42635310761374,0.33429461253210446,0.08324986662217682,0.5691693045971726
sim-participant-005,same_color_diff_contingency,2v3,blue,A_rich,0.6640011721005373,38.69305826339825,38.69305826339825,0.408032200423828,0.18121078904815774,0.5926417728346427
