participant_id,comparison,stage_pair,color,contingency,dominant_cosine,top2_mean_angle_deg,top2_max_angle_deg,eigenvalue_distance,spectral_radius_diff,operator_frobenius_distance
sim-participant-001,same_color_diff_contingency,1v2,blue,B_rich,0.3695490403911041,40.68638825222391,81.37277565067417,0.03555416609210407,0.03555416609210407,0.7430305602751862
sim-participant-001,diff_color_same_contingency,1v2,blue,B_rich,0.2928499367344949,22.644840346213886,45.28967983865412,0.5171070034699503,0.031679674420912296,0.7221087369519265
sim-participant-001,same_color_diff_contingency,1v2,green,A_rich,0.03458196840737871,34.24271963315421,34.24271963315421,0.3653268017221715,0.016217604357820714,0.43886251185475794
sim-participant-001,diff_color_same_contingency,1v2,green,A_rich,0.8075662980742023,1.6309240909165386,1.6309240909165386,0.34054956639598805,0.051016236155195654,0.5886001904323418
sim-participant-001,same_color_diff_contingency,2v3,blue,A_rich,0.49661254374857183,29.56267414881919,29.56267414881919,0.2326954141527657,0.14689729079266903,0.8542730676712422
sim-participant-001,diff_color_same_contingency,2v3,blue,A_rich,0.10650840884671087,31.319489871815573,62.63897974363115,0.15143228732821132,0.15143228732821132,0.757488189017721
sim-participant-001,same_color_diff_contingency,2v3,green,B_rich,0.748581250694446,19.437869949397456,38.8757398987949,0.6329851247060576,0.08419844681519495,0.6505457645319089
sim-participant-001,diff_color_same_contingency,2v3,green,B_rich,0.35664536347668163,5.735734604168354,5.735734604168354,0.5931366884161285,0.07966345027965266,0.7549244582126317
sim-participant-002,same_color_diff_contingency,1v2,blue,A_rich,0.569620274347467,42.53939792041651,85.07879584083302,0.5015390525337027,0.5015390525337027,1.039345510223955
sim-participant-002,diff_color_same_contingency,1v2,blue,A_rich,0.6530526318307813,36.48931389943534,72.97862632009134,0.47633231382336694,0.47633231382336694,0.9092752783000253
sim-participant-002,same_color_diff_contingency,1v2,green,B_rich,0.6087882478932379,33.99116191217991,67.98232234558049,0.22935104070837875,0.22935104070837875,0.9570968417971703
sim-participant-002,diff_color_same_contingency,1v2,green,B_rich,0.9276431915044242,42.700136078571674,85.40027215714335,0.2545577794187145,0.2545577794187145,0.8278251747577406
sim-participant-002,same_color_diff_contingency,2v3,blue,B_rich,0.7600052178407863,39.255244715718504,78.51048943143701,0.13292266756252913,0.13292266756252913,0.9675998652439135
sim-participant-002,diff_color_same_contingency,2v3,blue,B_rich,0.9574499094888218,25.86119395744461,51.72238791488922,0.3661534856658838,0.3661534856658838,0.924929184227208
sim-participant-002,same_color_diff_contingency,2v3,green,A_rich,0.6648573101102615,40.37940269243774,80.75880453110184,0.34094674695554805,0.34094674695554805,0.874954112396703
sim-participant-002,diff_color_same_contingency,2v3,green,A_rich,0.9410698992495337,41.95797299443462,83.91594598886924,0.10771592885219339,0.10771592885219339,0.5522596323767712
sim-participant-003,same_color_diff_contingency,1v2,blue,B_rich,0.38390315971620864,21.592761805280603,21.592761805280603,0.19766898883046505,0.07963521753893232,1.7204082023442537
sim-participant-003,diff_color_same_contingency,1v2,blue,B_rich,0.9249976429249572,22.332000433232864,22.332000433232864,0.06097905658903081,0.05073331651901414,0.48772755556903646
sim-participant-003,same_color_diff_contingency,1v2,green,A_rich,0.32187941075523274,66.58135392087779,66.58135392087779,0.25174521694857654,0.13997104878345235,1.3125321238472185
sim-participant-003,diff_color_same_contingency,1v2,green,A_rich,0.9492905622364682,16.4865445028715,32.973089005743,0.009602514725505884,0.009602514725505884,0.8294329273939937
sim-participant-003,same_color_diff_contingency,2v3,blue,A_rich,0.3847700240831072,14.00310907970316,14.00310907970316,0.5907604611184788,0.37929508796802747,1.4926663195596386
sim-participant-003,diff_color_same_contingency,2v3,blue,A_rich,0.9904861510673609,24.59532580868528,49.19065161737056,0.1265542628625771,0.1265542628625771,0.7586584905902093
sim-participant-003,same_color_diff_contingency,2v3,green,B_rich,0.24682138886250157,75.58735147222382,75.58735147222382,0.1843412000978774,0.0038142711953693675,1.253523930438219
sim-participant-003,diff_color_same_contingency,2v3,green,B_rich,0.7936089604702661,37.47593479698959,37.47593479698959,0.38592822495072887,0.24892655391008098,1.6050434451021849
sim-participant-004,same_color_diff_contingency,1v2,blue,A_rich,0.053890867035272794,38.07470496827965,76.14940908278565,0.002182173213849059,0.002182173213849059,1.1914045978927308
sim-participant-004,diff_color_same_contingency,1v2,blue,A_rich,0.9428644734026813,35.77694736267334,71.55389472534668,0.17311103233100095,0.17311103233100095,0.6226369295392883
sim-participant-004,same_color_diff_contingency,1v2,green,B_rich,0.3466106006180413,39.438482093256184,78.87696418651237,0.10696678788885822,0.10696678788885822,1.1862943437138527
sim-participant-004,diff_color_same_contingency,1v2,green,B_rich,0.9944609182249826,5.849706997872221,11.69941399574443,0.06396207122829367,0.06396207122829367,0.5887884600947366
sim-participant-004,same_color_diff_contingency,2v3,blue,B_rich,0.29468555313719214,31.18574821963216,62.37149473171703,0.03379768073473033,0.03379768073473033,1.2959155927364259
sim-participant-004,diff_color_same_contingency,2v3,blue,B_rich,0.9934308548062496,4.703744267470452,9.407488534940892,0.07456187166421568,0.07456187166421568,0.724372619524658
sim-participant-004,same_color_diff_contingency,2v3,green,A_rich,0.33871019330065477,38.72485117237252,77.44970234474503,0.0963669874529362,0.0963669874529362,1.4448559691980085
sim-participant-004,diff_color_same_contingency,2v3,green,A_rich,0.9960758811910759,10.841398743666252,21.6827974873325,0.20472653985188222,0.20472653985188222,0.27454741753282436
sim-participant-005,same_color_diff_contingency,1v2,blue,B_rich,0.07990872989752015,26.129807030494433,52.259614060988866,0.032406599276576076,0.032406599276576076,1.3595008112818223
sim-participant-005,diff_color_same_contingency,1v2,blue,B_rich,0.9704009027430602,38.93399577429766,77.86799154859531,0.059593343440693614,0.059593343440693614,0.7136416109205759
sim-participant-005,same_color_diff_contingency,1v2,green,A_rich,0.007724418720990306,35.936595782796175,71.87319156559235,0.03467300672569845,0.03467300672569845,1.3281463128791628
sim-participant-005,diff_color_same_contingency,1v2,green,A_rich,0.9674953212198136,39.594169588383316,79.18833917676663,0.05732693599157124,0.05732693599157124,0.8105324292047457
sim-participant-005,same_color_diff_contingency,2v3,blue,A_rich,0.13125382803064445,40.34101817370689,80.68203634741378,0.22471888542448254,0.22471888542448254,1.1603288124254063
sim-participant-005,diff_color_same_contingency,2v3,blue,A_rich,0.9403829758635639,34.21522721489681,68.43045442979361,0.011396899677495353,0.011396899677495353,0.3227350562019127
