participant_id,comparison,stage_pair,color,contingency,dominant_cosine,top2_mean_angle_deg,top2_max_angle_deg,eigenvalue_distance,spectral_radius_diff,operator_frobenius_distance
sim-participant-001,same_color_diff_contingency,1v2,blue,B_rich,0.6791316344380517,47.224176893346254,47.224176893346254,0.15503416850804008,0.14504257837661477,0.7342026953518669
sim-participant-001,diff_color_same_contingency,1v2,blue,B_rich,0.9786088933620147,10.614141753394975,10.614141753394975,0.5351534921156887,0.15535071216360222,0.6797213747160203
sim-participant-001,same_color_diff_contingency,1v2,green,A_rich,0.11356767027461054,64.51977419217263,64.51977419217263,0.3484169008177395,0.08589532708542233,0.5574825369685784
sim-participant-001,diff_color_same_contingency,1v2,green,A_rich,0.11775570434574206,83.23740446738132,83.23740446738132,0.27899627099148183,0.07558719329843488,0.5241785452456073
sim-participant-001,same_color_diff_contingency,2v3,blue,A_rich,0.10336206384282585,59.27486270813451,59.27486270813451,0.14263238925235477,0.07959528898153245,0.6837176483632745
sim-participant-001,diff_color_same_contingency,2v3,blue,A_rich,0.44052911460849287,31.69173505216509,31.69173505216509,0.1825608665265037,0.1300690038406933,0.8062372391349064
sim-participant-001,same_color_diff_contingency,2v3,green,B_rich,0.24073488852630376,24.718860971238588,49.437721942477175,0.5493166698511309,0.14037713762768075,0.7267572193447167
sim-participant-001,diff_color_same_contingency,2v3,green,B_rich,0.15372106215747594,24.637620636629794,49.27524006584132,0.49884295499197007,0.0899034227685199,0.5897070045002133
sim-participant-002,same_color_diff_contingency,1v2,blue,A_rich,0.8159095398132654,35.32260535842421,35.32260535842421,0.5062222376687601,0.058457229700094315,0.9492796190227824
sim-participant-002,diff_color_same_contingency,1v2,blue,A_rich,0.5151219304593706,55.392428436066574,55.392428436066574,0.43545797037681055,0.3451618772104065,0.9088353986162888
sim-participant-002,same_color_diff_contingency,1v2,green,B_rich,0.38678092501967876,36.653518961776776,73.30703792355355,0.24755545130370898,0.24755545130370898,1.1293534381375099
sim-participant-002,diff_color_same_contingency,1v2,green,B_rich,0.3700574190009288,62.230207755788896,62.230207755788896,0.7093997299147731,0.039149196206603176,0.9611839856168194
sim-participant-002,same_color_diff_contingency,2v3,blue,B_rich,0.4876850791929714,26.366127288501016,26.366127288501016,0.3113821317098348,0.21192726589796204,0.5540609719411557
sim-participant-002,diff_color_same_contingency,2v3,blue,B_rich,0.5600891264886387,29.00721392843185,29.00721392843185,0.6273920112390675,0.05318094619662289,0.5811166864252182
sim-participant-002,same_color_diff_contingency,2v3,green,A_rich,0.2460741431887552,26.52334885311687,53.04669770623374,0.33988559370693505,0.33988559370693505,1.1514235343737917
sim-participant-002,diff_color_same_contingency,2v3,green,A_rich,0.2750521570455491,39.08033408152433,78.16066730927501,0.831716631573691,0.4986319134082742,0.8548597418258848
