bin,participant_id,rho,halflife_responses
3,5dbcdf38a39098278b46036c,0.8033906563558816,9.498888892427184
3,5f89a35824bee7076b6d536c,0.8230430944820925,10.677671868928684
3,60324e0d654dbd21e0e7fa2d,0.9159513215072511,23.685986919561472
3,650f06d2017a53e840c5af61,0.7142732999130605,6.179808936972687
3,664b8bef90cdb799d4c4c35d,0.7296846037201012,6.5984085998133475
3,681b781064a5701a5ceee3bc,0.7325338461700402,6.681028276555324
3,6931bc7a9286300ba24d7703,0.4842037708758623,2.8672087255688963
3,697aa4b8d2b6c1b3b9d7ae2c,0.8326991843740379,11.357927970549174
3,698078075d3326e1b30bd1c3,0.770241921128571,7.965663749289957
3,69825ba5f82e6ac78f401931,0.8064470544080684,9.666559271170726
3,69861227e96662416a5b08ac,0.7087110182401303,6.0394908259691675
3,698754c1f51d3f9181f7952b,0.6450992374970617,4.743780633754504
3,699b19eb2744be8e2c9e73ed,0.8779348925865643,15.97323813588623
3,69ab872f2dc6e02760face50,0.7945083415453511,9.039800568418022
3,69cbcb9a5c8b56847e4ebda5,0.7265580349026692,6.509709540759195
3,69ed0ecd116ddecaafd2d726,0.6069007160593275,4.163962565737941
3,6a0415c09c578ebcf634a8f7,0.665878908127674,5.113622547708071
3,6a17230d60e2a318a8073ab6,0.7182343511626934,6.283071995043924
3,6a19b14498b3d36bccc467cb,0.6932212778903976,5.675238373838389
3,6a1e249fc87cc5282b9262b3,0.7991755415637949,9.275988557152932
3,6a22f88b62f94cd1d52e3d19,0.7443239477012191,7.0422958201494446
3,6a43a2cd49feba211cdecf86,0.8376335047801409,11.736678481155685
3,6a4407786c0afee02f74e0d0,0.6010508253553284,4.084738703344716
5,5dbcdf38a39098278b46036c,0.7564119168589949,12.414464262286025
5,5f89a35824bee7076b6d536c,0.7741109729891353,13.535913783875785
5,60324e0d654dbd21e0e7fa2d,0.9157036682706652,39.35542335552664
5,650f06d2017a53e840c5af61,0.5403308913537594,5.630092158036886
5,664b8bef90cdb799d4c4c35d,0.6250389421430989,7.374826872186016
5,681b781064a5701a5ceee3bc,0.7967186461868171,15.250516181956172
5,6931bc7a9286300ba24d7703,0.5185879454375586,5.277939326545281
5,697aa4b8d2b6c1b3b9d7ae2c,0.7358356489882989,11.298298235153897
5,698078075d3326e1b30bd1c3,0.6301587824452556,7.505110587731933
5,69825ba5f82e6ac78f401931,0.6720275946048071,8.719800392770605
5,69861227e96662416a5b08ac,0.712604371511014,10.228572569935189
5,698754c1f51d3f9181f7952b,0.48361447878342495,4.770670722804032
5,699b19eb2744be8e2c9e73ed,0.8070497504112946,16.16707787673603
5,69ab872f2dc6e02760face50,0.6888878750959101,9.299576210308965
5,69cbcb9a5c8b56847e4ebda5,0.6868257497339709,9.225365155622116
5,69ed0ecd116ddecaafd2d726,0.45385050088242157,4.3870772854016025
5,6a0415c09c578ebcf634a8f7,0.504121453235901,5.059925997144776
5,6a17230d60e2a318a8073ab6,0.5499509094109442,5.796259727309094
5,6a19b14498b3d36bccc467cb,0.7362582744527996,11.319486453600057
5,6a1e249fc87cc5282b9262b3,0.6291417670149151,7.4789510202593945
