participant_id,skill_k1,skill_k2,skill_k3,skill_k5,skill_k8,skill_k12,skill_k20,best_lag,best_skill,rho,halflife_responses,n_complex
5dbcdf38a39098278b46036c,0.8207458923223403,0.8195608773484409,0.8178777623321414,0.8173739661494785,0.8213655578498827,0.8195025499433547,0.8114624689442007,8,0.8213655578498827,0.7227125484473824,2.1344436953980948,4
5f89a35824bee7076b6d536c,0.5656663403226607,0.5663276505051764,0.5689515278833924,0.5625155358303906,0.5611272819872999,0.5543282139384351,0.5466742979421626,3,0.5689515278833924,0.4663452988148845,0.9086534989144786,1
60324e0d654dbd21e0e7fa2d,0.7233103308765306,0.7263686425279672,0.7419546167053681,0.7480597810312427,0.7473969334030215,0.7481412435543391,0.7393816072946324,12,0.7481412435543391,0.8573867585070445,4.504870605139972,5
650f06d2017a53e840c5af61,0.7710884635088759,0.7686333316955795,0.7704755104407259,0.7683487722768834,0.7620785653430691,0.7601778676224393,0.7601578290306313,1,0.7710884635088759,0.4301297917976907,0.8215873484305553,0
664b8bef90cdb799d4c4c35d,0.7785450785951449,0.7751886358578652,0.7726486476300803,0.7702191919410274,0.7664546297200555,0.769210588107542,0.7591328851893414,1,0.7785450785951449,0.36751203977473096,0.692455279539546,0
681b781064a5701a5ceee3bc,0.7583431566655928,0.7581695918398539,0.759564508834978,0.7578132272925897,0.7575444201479509,0.7561278948701198,0.7435814834320569,3,0.759564508834978,0.40373725153400386,0.7642272037697929,0
6931bc7a9286300ba24d7703,0.41867370585652763,0.43999291952964903,0.44510299132984354,0.45176531316444646,0.4464399789225577,0.43820516547980204,0.43350168584746596,5,0.45176531316444646,0.6219370270312222,1.459513991967241,2
697aa4b8d2b6c1b3b9d7ae2c,0.8478614278754233,0.8373705118877657,0.836384016359472,0.833923780997933,0.833450828008768,0.8325677616060235,0.8247238455280451,1,0.8478614278754233,0.43458828285223283,0.8317538210079167,0
698078075d3326e1b30bd1c3,0.7821288986648973,0.7831233224716072,0.7848279763816268,0.7814146156276194,0.7770267988888253,0.770893071333256,0.7650129138742634,3,0.7848279763816268,0.36523035480376337,0.6881737383455455,1
69825ba5f82e6ac78f401931,0.8276280375591278,0.826392966754676,0.8252499287570728,0.825519599875759,0.8225917379027815,0.8210728233026545,0.8134541116276532,1,0.8276280375591278,0.45785812371361667,0.887289815525956,0
69861227e96662416a5b08ac,0.7238589407731191,0.7218143742869508,0.72044850178075,0.7199562232849201,0.7164708076982356,0.7111751549426539,0.7123454121281041,1,0.7238589407731191,0.4385106039320441,0.8408191709528274,0
698754c1f51d3f9181f7952b,0.7609591298084715,0.7597566412346853,0.762288990594618,0.7640504114473535,0.7634193013678571,0.7595704958274786,0.7516021674766817,5,0.7640504114473535,0.5368939563211205,1.1144657397314055,2
699b19eb2744be8e2c9e73ed,0.7876776866765911,0.7915800416411749,0.7910913418204801,0.7859459296637513,0.7821128526366714,0.7782222267798702,0.76624489526774,2,0.7915800416411749,0.5304305523557075,1.093177869456289,0
69ab872f2dc6e02760face50,0.8010179351141697,0.7995290644550261,0.7974966310601055,0.794833238836882,0.7979315759233416,0.7901778621837294,0.7841968331592294,1,0.8010179351141697,0.44273111729442743,0.8507037697645158,0
69cbcb9a5c8b56847e4ebda5,0.7573844098353049,0.7528576740085602,0.7513090084621796,0.7507692326674732,0.7507251915828145,0.7484309006199308,0.73497817742049,1,0.7573844098353049,0.4249215366435825,0.8098925930492046,0
69ed0ecd116ddecaafd2d726,0.45607576522962834,0.4733861832551137,0.47328673610009253,0.46631400760884467,0.4696782925284373,0.46635664217338313,0.4343253959758814,2,0.4733861832551137,0.46234158972546063,0.8984976628897278,0
6a0415c09c578ebcf634a8f7,0.7149186787051172,0.7113860786942214,0.7092597480110092,0.7063718105456415,0.702063112749555,0.7027278338177846,0.6854950406201022,1,0.7149186787051172,0.3989748047575548,0.7543580480676397,0
6a17230d60e2a318a8073ab6,0.7613662164247899,0.7593216002102174,0.7608657434912474,0.7571236284366495,0.7531914804920361,0.7521515809392938,0.7627191935086928,20,0.7627191935086928,0.8401735911404906,3.980247527470634,10
6a19b14498b3d36bccc467cb,0.4525115534979215,0.449630296105369,0.40798835903615394,0.38688507063740896,0.3740671790820417,0.37424888561602,0.33197238442587107,1,0.4525115534979215,0.27941116597053395,0.5436146315402731,0
6a1e249fc87cc5282b9262b3,0.8502628345660995,0.8518797985272138,0.8535939129297296,0.8513566147259903,0.8509843082347076,0.8519951811135544,0.8477080054498697,3,0.8535939129297296,0.36313148074685037,0.6842584549529015,1
6a22f88b62f94cd1d52e3d19,0.7005128744713558,0.6977203548784255,0.6960499793999197,0.6959161342169397,0.6930457733286304,0.6847593112243575,0.6844846454340334,1,0.7005128744713558,0.4422069681254955,0.8494687543820177,0
6a43a2cd49feba211cdecf86,0.6305525148360471,0.6254398053427046,0.626965297590465,0.6250889992621944,0.6302929507012253,0.6346265489707354,0.6319094515089935,12,0.6346265489707354,0.7093411158999506,2.018373165327121,6
6a4407786c0afee02f74e0d0,0.6965838399114248,0.6922617639695821,0.6942152664651859,0.6918467681771043,0.6884923845167774,0.6883160893312663,0.6698512068720626,1,0.6965838399114248,0.41920081332080517,0.7972659652058718,0
