participant_id,prolific_pid,study_id,session_id,experiment_version,timestamp_utc,elapsed_time_ms,trial_index,block_index,trial_in_block,response_time_ms,ici_ms,chosen_option,previous_option,switched,run_length,reward_outcome,points_earned,cumulative_points,vi_a_ms,vi_b_ms,rate_a_per_s,rate_b_per_s,richness_a,richness_b,effective_rate_a_per_s,effective_rate_b_per_s,cod_active,reinforcer_withheld_by_cod,part,physical_context_id,context_color,context_pattern,functional_contingency_id,exposure_number,reversal_stage,trials_since_context_switch,perturbation_active,perturbation_type,perturbation_id,perturbation_repetition,trials_since_perturbation_onset,trials_since_perturbation_offset,page_visible,fullscreen_active,focus_lost_count,browser_width,browser_height,input_method
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:14.023Z,621,0,0,0,0,0,A,,0,1,1,1,1,546,460,1.8314285714285712,2.174285714285714,0.6409999999999999,0.7609999999999999,1.173945714285714,1.654631428571428,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,0,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:14.345Z,944,1,0,1,323,323,A,A,0,2,1,1,2,601,426,1.6628571428571428,2.3485714285714283,0.582,0.8219999999999998,0.9677828571428571,1.9305257142857137,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,1,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:14.540Z,1138,2,0,2,194,194,A,A,0,3,1,1,3,669,396,1.4942857142857142,2.5228571428571422,0.523,0.8829999999999998,0.7815114285714285,2.227682857142856,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,2,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:14.869Z,1467,3,0,3,329,329,A,A,0,4,1,1,4,754,371,1.325714285714286,2.6971428571428566,0.4640000000000001,0.9439999999999997,0.6151314285714289,2.546102857142856,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,3,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:15.129Z,1728,4,0,4,261,261,A,A,0,5,1,1,5,864,350,1.1571428571428575,2.857142857142857,0.40500000000000014,1,0.4686428571428574,2.857142857142857,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,4,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:15.511Z,2109,5,0,5,382,382,A,A,0,6,1,1,6,1012,350,0.988571428571429,2.857142857142857,0.34600000000000014,1,0.34204571428571456,2.857142857142857,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,5,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:15.796Z,2395,6,0,6,285,285,A,A,0,7,1,1,7,1220,350,0.8200000000000005,2.857142857142857,0.28700000000000014,1,0.23534000000000027,2.857142857142857,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,6,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:16.152Z,2750,7,0,7,355,355,A,A,0,8,0,0,7,1535,350,0.6514285714285719,2.857142857142857,0.22800000000000015,1,0.14852571428571448,2.857142857142857,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,7,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:16.461Z,3060,8,0,8,310,310,A,A,0,9,0,0,7,2071,350,0.4828571428571433,2.857142857142857,0.16900000000000015,1,0.0816028571428573,2.857142857142857,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,8,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:16.821Z,3419,9,0,9,359,359,A,A,0,10,0,0,7,3182,350,0.3142857142857147,2.857142857142857,0.11000000000000015,1,0.03457142857142867,2.857142857142857,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,9,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:17.117Z,3716,10,0,10,297,297,A,A,0,11,0,0,7,6863,350,0.14571428571428616,2.857142857142857,0.051000000000000156,1,0.007431428571428617,2.857142857142857,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,10,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:17.552Z,4151,11,0,11,435,435,A,A,0,12,0,0,7,-1,350,0,2.857142857142857,0,1,0,2.857142857142857,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,11,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:17.879Z,4477,12,0,12,327,327,A,A,0,13,0,0,7,-1,350,0,2.857142857142857,0,1,0,2.857142857142857,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,12,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:18.416Z,5015,13,0,13,538,538,B,A,1,1,0,0,7,5738,398,0.1742857142857143,2.5142857142857142,0.061,0.88,0.010631428571428571,2.2125714285714286,1,1,practice,neutral,#4A4A4A,plain,symmetric,0,,13,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:18.865Z,5463,14,0,14,448,448,B,B,0,2,1,1,8,2869,426,0.3485714285714286,2.345714285714286,0.122,0.8210000000000001,0.042525714285714285,1.925831428571429,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,14,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:19.335Z,5934,15,0,15,470,470,B,B,0,3,1,1,9,1913,459,0.5228571428571428,2.1771428571428575,0.183,0.7620000000000001,0.09568285714285713,1.6589828571428578,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,15,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:19.682Z,6280,16,0,16,347,347,B,B,0,4,0,0,9,1434,498,0.6971428571428572,2.008571428571429,0.244,0.7030000000000002,0.17010285714285714,1.4120257142857149,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,16,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:20.081Z,6680,17,0,17,399,399,B,B,0,5,1,1,10,1148,543,0.8714285714285714,1.8400000000000007,0.305,0.6440000000000002,0.2657857142857143,1.184960000000001,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,17,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:20.496Z,7095,18,0,18,415,415,B,B,0,6,1,1,11,956,598,1.0457142857142856,1.6714285714285722,0.366,0.5850000000000003,0.3827314285714285,0.9777857142857153,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,18,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:20.878Z,7477,19,0,19,382,382,B,B,0,7,1,1,12,820,665,1.22,1.5028571428571438,0.427,0.5260000000000004,0.52094,0.7905028571428582,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,19,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:21.232Z,7830,20,0,20,354,354,B,B,0,8,0,0,12,717,749,1.3942857142857144,1.3342857142857156,0.488,0.4670000000000004,0.6804114285714286,0.6231114285714298,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,20,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:21.611Z,8209,21,0,21,379,379,B,B,0,9,0,0,12,638,858,1.5685714285714285,1.165714285714287,0.5489999999999999,0.4080000000000005,0.8611457142857142,0.4756114285714297,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,21,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:22.037Z,8635,22,0,22,426,426,B,B,0,10,1,1,13,574,1003,1.7428571428571427,0.9971428571428586,0.6099999999999999,0.3490000000000005,1.0631428571428567,0.3480028571428581,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,22,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:22.332Z,8930,23,0,23,295,295,B,B,0,11,1,1,14,522,1207,1.9171428571428566,0.82857142857143,0.6709999999999998,0.2900000000000005,1.2864028571428565,0.24028571428571507,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,23,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:22.581Z,9180,24,0,24,249,249,B,B,0,12,0,0,14,478,1515,2.0914285714285707,0.6600000000000014,0.7319999999999998,0.23100000000000048,1.5309257142857133,0.15246000000000062,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,24,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:22.843Z,9441,25,0,25,262,262,B,B,0,13,0,0,14,441,2035,2.265714285714285,0.49142857142857277,0.7929999999999997,0.17200000000000049,1.7967114285714274,0.08452571428571476,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,25,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:23.297Z,9895,26,0,26,454,454,B,B,0,14,0,0,14,410,3097,2.439999999999999,0.32285714285714423,0.8539999999999996,0.11300000000000049,2.0837599999999985,0.036482857142857456,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,26,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:23.661Z,10260,27,0,27,364,364,B,B,0,15,1,1,15,383,6481,2.614285714285713,0.1542857142857157,0.9149999999999996,0.05400000000000049,2.3920714285714264,0.008331428571428724,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,27,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:24.038Z,10637,28,0,28,377,377,B,B,0,16,0,0,15,359,-1,2.7885714285714274,0,0.9759999999999995,0,2.721645714285712,0,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,28,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:24.484Z,11083,29,0,29,446,446,B,B,0,17,0,0,15,350,-1,2.857142857142857,0,1,0,2.857142857142857,0,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,29,0,,,,,,1,1,0,1440,900,keyboard
sim-participant-001,,,sim-participant-001-session,eigen-dynamics-1.0.0,2026-09-11T14:42:24.974Z,11573,30,0,30,490,490,B,B,0,18,0,0,15,350,-1,2.857142857142857,0,1,0,2.857142857142857,0,0,0,practice,neutral,#4A4A4A,plain,symmetric,0,,30,0,,,,,,1,1,0,1440,900,keyboard
